ticker,rpa_date_utc,rpa_time_utc,rp_entity_id,entity_name,relevance,event_sentiment_score,group,sub_type,event_text,news_type,source_name,headline
BEN,2021-01-06,21:47:43,20D403,Bendigo & Adelaide Bank Ltd.,100,0.82,price-targets,upgrade,Bendigo and Adelaide Bank Price Target Raised 38% to A$10.00,NEWS-FLASH,Dow Jones Newswires,Bendigo and Adelaide Bank Price Target Raised 38% to A$10.00/Share by Citi
BEN,2021-01-18,21:52:39,20D403,Bendigo & Adelaide Bank Ltd.,100,0.78,price-targets,upgrade,Bendigo and Adelaide Bank Target Price Raised 16% to A$9.24,NEWS-FLASH,Dow Jones Newswires,Bendigo and Adelaide Bank Target Price Raised 16% to A$9.24/Share by Goldman Sachs>BEN.AU
BEN,2021-01-18,22:20:43,20D403,Bendigo & Adelaide Bank Ltd.,100,-0.82,analyst-ratings,negative,Bendigo and Adelaide Bank Cut to Sell From Neutral by Goldman Sachs,NEWS-FLASH,Dow Jones Newswires,Bendigo and Adelaide Bank Cut to Sell From Neutral by Goldman Sachs >BEN.AU
BEN,2021-01-18,23:13:11,20D403,Bendigo & Adelaide Bank Ltd.,100,-0.82,analyst-ratings,negative,Bendigo Cut to Sell by Goldman,FULL-ARTICLE,Dow Jones Newswires,Bendigo Cut to Sell by Goldman Amid Margin Worries -- Market Talk
BEN,2021-01-20,23:03:10,20D403,Bendigo & Adelaide Bank Ltd.,100,0.78,price-targets,upgrade,Bendigo and Adelaide Bank Price Target Raised 12% to A$8.60,NEWS-FLASH,Dow Jones Newswires,Bendigo and Adelaide Bank Price Target Raised 12% to A$8.60/Share by Morgan Stanley
BEN,2021-01-26,22:01:32,20D403,Bendigo & Adelaide Bank Ltd.,100,0.78,price-targets,upgrade,Bendigo and Adelaide Bank Target Price Raised 13% to A$9.00,NEWS-FLASH,Dow Jones Newswires,Bendigo and Adelaide Bank Target Price Raised 13% to A$9.00/Share by Macquarie>BEN.AU
BEN,2021-02-14,21:39:21,20D403,Bendigo & Adelaide Bank Ltd.,100,0.68,earnings,up,"Bendigo and Adelaide Bank 1H Net Profit A$243.9M, Up 67% on Year",NEWS-FLASH,Dow Jones Newswires,"Bendigo and Adelaide Bank 1H Net Profit A$243.9M, Up 67% on Year"
BEN,2021-02-14,21:40:06,20D403,Bendigo & Adelaide Bank Ltd.,100,0.38,earnings,up,"Bendigo and Adelaide Bank 1H Income From Operations A$889.8M, Up 6.7% on Year",NEWS-FLASH,Dow Jones Newswires,"Bendigo and Adelaide Bank 1H Income From Operations A$889.8M, Up 6.7% on Year"
BEN,2021-02-14,21:41:19,20D403,Bendigo & Adelaide Bank Ltd.,100,0.0,dividends,,Bendigo and Adelaide Bank Interim Dividend 23.5 Cents,NEWS-FLASH,Dow Jones Newswires,Bendigo and Adelaide Bank Interim Dividend 23.5 Cents/Security
BEN,2021-02-14,21:48:08,20D403,Bendigo & Adelaide Bank Ltd.,100,0.0,earnings,,Bendigo and Adelaide Bank 1H Net Interest Income A$711.4M,NEWS-FLASH,Dow Jones Newswires,Bendigo and Adelaide Bank 1H Net Interest Income A$711.4M
