ticker,rpa_date_utc,rpa_time_utc,rp_entity_id,entity_name,relevance,event_sentiment_score,group,sub_type,event_text,news_type,source_name,headline
OMC,2024-01-02,12:30:03,C8257F,Omnicom Group Inc.,100,0.57,acquisitions-mergers,completed,Omnicom Announces Closing Of Acquisition Of Flywheel >OMC,NEWS-FLASH,Dow Jones Newswires,Omnicom Announces Closing Of Acquisition Of Flywheel >OMC
OMC,2024-01-02,12:30:03,C8257F,Omnicom Group Inc.,100,0.57,acquisitions-mergers,completed,Omnicom Announces Closing of Acquisition of Flywheel,PRESS-RELEASE,PR Newswire,Omnicom Announces Closing of Acquisition of Flywheel
OMC,2024-01-02,12:30:03,C8257F,Omnicom Group Inc.,100,0.57,acquisitions-mergers,completed,Omnicom Announces Closing of Acquisition of Flywheel,PRESS-RELEASE,Dow Jones Newswires,Press Release: Omnicom Announces Closing of Acquisition of Flywheel
OMC,2024-01-04,16:56:23,C8257F,Omnicom Group Inc.,100,0.53,labor-issues,,Ddb North America Hires Micheline Grace Lewis as Chief People Officer,PRESS-RELEASE,PR Newswire,DDB North America Hires Micheline Grace Lewis as Chief People Officer
OMC,2024-01-04,16:56:24,C8257F,Omnicom Group Inc.,100,0.53,labor-issues,,Ddb North America Hires Micheline Grace Lewis as Chief People Officer,PRESS-RELEASE,Dow Jones Newswires,Press Release: DDB North America Hires Micheline Grace Lewis as Chief People Officer
OMC,2024-01-05,16:16:45,C8257F,Omnicom Group Inc.,100,0.94,analyst-ratings,positive,Omnicom Raised to Outperform From Neutral by Macquarie,NEWS-FLASH,Dow Jones Newswires,Omnicom Raised to Outperform From Neutral by Macquarie
OMC,2024-01-05,16:16:45,C8257F,Omnicom Group Inc.,100,0.78,price-targets,upgrade,Omnicom Price Target Raised to $100.00/Share From $80.00 by Macquarie,NEWS-FLASH,Dow Jones Newswires,Omnicom Price Target Raised to $100.00/Share From $80.00 by Macquarie
OMC,2024-01-11,13:42:01,C8257F,Omnicom Group Inc.,100,0.95,analyst-ratings,positive,Omnicom Initiated at Buy by UBS,NEWS-FLASH,Dow Jones Newswires,Omnicom Initiated at Buy by UBS
OMC,2024-01-11,13:42:01,C8257F,Omnicom Group Inc.,100,0.0,price-targets,set,Omnicom Price Target Announced at $117.00/Share by UBS,NEWS-FLASH,Dow Jones Newswires,Omnicom Price Target Announced at $117.00/Share by UBS
OMC,2024-01-25,21:02:03,C8257F,Omnicom Group Inc.,100,0.0,earnings,,"Omnicom (NYSE: OMC) will publish its fourth quarter and full year 2023 results on Tuesday, February 6, 2024",PRESS-RELEASE,PR Newswire,Omnicom Schedules Fourth Quarter and Full Year 2023 Earnings Release and Conference Call
OMC,2024-01-25,21:02:03,C8257F,Omnicom Group Inc.,100,0.0,earnings,,"Omnicom (NYSE: OMC) will publish its fourth quarter and full year 2023 results on Tuesday, February 6, 2024",PRESS-RELEASE,PR Newswire,Omnicom Schedules Fourth Quarter and Full Year 2023 Earnings Release and Conference Call
